pass	max_cost_b	mean_cost_b	min_cost_b	max_cost_f	mean_cost_f	min_cost_f	max_cost_r	mean_cost_r	min_cost_r	max_cost_w	mean_cost_w	min_cost_w
16	436.12476414861106	424.2	412.2752358513889	519.8086520466848	499.0	478.1913479533152	467.95584960774846	456.2	444.4441503922515	527.4035712387836	493.8	460.19642876121645
17	434.90263121456366	425.4	415.8973687854363	535.772578077841	515.0	494.227421922159	489.64247001112517	476.2	462.7575299888748	527.2389338061157	494.6	461.96106619388434
18	431.7826778819339	421.4	411.01732211806603	518.5494680784175	497.4	476.2505319215825	467.34166446091393	451.6	435.8583355390861	526.4738704066322	493.0	459.5261295933679
19	431.6023252670426	423.0	414.3976747329574	524.2545160204977	504.6	484.94548397950234	499.6279360101972	481.0	462.3720639898028	526.3312911107773	492.6	458.8687088892228
20	429.533126291999	418.8	408.066873708001	510.5183850256692	491.2	471.8816149743308	477.4124955642294	459.8	442.1875044357706	525.6315643814302	491.4	457.1684356185698
21	425.38083151964685	416.0	406.61916848035315	524.6906372680194	502.8	480.9093627319806	456.5304163475864	443.2	429.86958365241355	506.70577622779274	481.6	456.4942237722073
22	424.63579991121503	415.4	406.1642000887849	507.5337529928506	489.0	470.4662470071494	443.57709641634983	431.8	420.0229035836502	506.1303740669815	480.6	455.06962593301853
23	424.46044396421223	415.0	405.53955603578777	513.9476216785055	492.4	470.8523783214945	450.697368056467	441.2	431.702631943533	505.6937743221071	480.8	455.9062256778929
24	424.08504001024255	414.4	404.7149599897574	503.9553226864962	485.4	466.8446773135038	440.4339811320566	431.0	421.5660188679434	504.69817807045695	480.0	455.30182192954305
25	423.87987603226406	414.2	404.5201239677359	514.1359436211786	492.0	469.8640563788213	454.1238882327104	442.6	431.07611176728966	504.9214192085205	480.4	455.87858079147946
26	423.30053761886916	414.0	404.69946238113084	500.3526278462109	481.8	463.2473721537891	442.3315250415516	428.2	414.0684749584484	504.2028453639005	479.6	454.99715463609954
27	423.30053761886916	414.0	404.69946238113084	511.7499455337044	488.8	465.8500544662956	449.1849887330933	439.2	429.2150112669067	504.510163831878	480.4	456.28983616812195
28	423.11128347758785	413.8	404.4887165224122	498.2499388752143	477.8	457.3500611247857	441.1491572767722	427.8	414.4508427232278	502.76972864800945	479.0	455.23027135199055
29	421.7848704125339	413.2	404.6151295874661	506.93970317072393	487.4	467.860296829276	454.4343019090072	437.8	421.1656980909928	502.7623628941937	479.4	456.03763710580625
30	421.2158383625775	413.0	404.7841616374225	495.73896548928394	476.6	457.4610345107161	435.5655632348545	426.0	416.4344367651455	502.1970586417733	478.4	454.60294135822664
31	420.9292611371181	412.2	403.4707388628819	500.3844985811977	486.2	472.0155014188023	421.7037809119624	409.8	397.89621908803764	498.8759784794394	476.2	453.52402152056055
32	420.05832912882505	411.8	403.541670871175	486.9844985811977	472.8	458.6155014188023	416.3341008481266	406.2	396.0658991518734	497.9530217773376	475.2	452.4469782226624
33	419.77312669668106	411.6	403.426873303319	495.0356688476182	481.0	466.9643311523818	430.7648230602334	416.0	401.2351769397666	498.0584739486609	474.6	451.14152605133916
34	419.77312669668106	411.6	403.426873303319	484.9860698085369	469.2	453.41393019146307	415.1648278147545	405.8	396.4351721852455	497.23692687838377	474.2	451.1630731216162
35	419.8734880657259	411.4	402.92651193427406	495.40967364599084	483.0	470.59032635400916	424.8110118110177	413.0	401.1889881889823	497.23692687838377	474.2	451.1630731216162
36	419.9863530545955	411.2	402.4136469454045	483.8062487797735	467.8	451.7937512202265	415.816059914248	404.6	393.38394008575204	497.24865587512534	474.0	450.75134412487466
37	420.1104335791443	411.0	401.8895664208557	491.45683229480096	477.0	462.54316770519904	429.9546602807384	415.2	400.4453397192616	497.24865587512534	474.0	450.75134412487466
38	419.83880523078136	410.8	401.76119476921866	482.01526968183396	467.6	453.1847303181661	417.70826502713885	405.0	392.29173497286115	497.21367122003727	473.8	450.38632877996275
39	419.83880523078136	410.8	401.76119476921866	490.0816425541072	476.2	462.3183574458928	430.46751299984857	413.4	396.3324870001514	496.7390496751718	473.8	450.8609503248282
40	419.5888820216977	410.6	401.61111797830233	481.66609194334495	466.2	450.733908056655	416.3404512298542	402.6	388.85954877014586	496.56301373948986	473.6	450.6369862605102
41	418.2486993241759	409.6	400.95130067582414	493.11563667161045	476.8	460.4843633283896	404.7457105272144	392.8	380.85428947278564	491.8158066271482	468.4	444.98419337285173
42	417.8429161745327	409.2	400.55708382546726	481.109003693587	465.0	448.890996306413	402.2448300958688	390.4	378.55516990413116	490.9598841056823	466.8	442.6401158943177
43	417.8429161745327	409.2	400.55708382546726	490.6198384718762	477.0	463.3801615281238	401.27700320483837	390.2	379.1229967951616	489.9598841056823	465.8	441.6401158943177
44	416.781227975694	408.8	400.81877202430604	477.1817327900413	464.6	452.01826720995876	400.8586212085049	389.4	377.941378791495	489.06990227344335	464.0	438.93009772655665
45	416.9546394296822	408.6	400.24536057031787	483.1770650690605	468.8	454.4229349309395	403.5896783120142	391.0	378.4103216879858	488.69901958899595	463.2	437.700980411004
46	416.7845095265018	408.4	400.0154904734982	475.67961423780366	462.2	448.7203857621963	398.9261578935526	388.4	377.87384210644734	488.64176280991614	463.0	437.35823719008386
47	416.7845095265018	408.4	400.0154904734982	483.03072384832427	472.6	462.1692761516758	404.87062550160516	392.8	380.72937449839486	488.5914714586043	462.8	437.0085285413957
48	416.7845095265018	408.4	400.0154904734982	472.6760620423558	461.2	449.7239379576442	400.6827606220104	388.8	376.91723937798963	488.5672871128272	462.6	436.63271288717283
49	416.7845095265018	408.4	400.0154904734982	483.20158720161874	470.6	457.9984127983813	400.6770782520313	390.0	379.3229217479687	488.5208728797488	462.4	436.27912712025113
50	416.7845095265018	408.4	400.0154904734982	467.9812316536028	458.4	448.8187683463972	399.4673449411797	388.0	376.5326550588203	488.5208728797488	462.4	436.27912712025113
51	416.48854631404083	408.2	399.91145368595915	481.27377677822096	470.8	460.32622322177906	395.5570487341204	385.8	376.04295126587965	481.15499947379493	457.4	433.645000526205
52	415.8124902496041	407.8	399.78750975039594	466.9968079686668	457.6	448.20319203133323	394.444335243676	385.4	376.35566475632396	479.6474317275467	455.8	431.95256827245333
53	415.52464510246364	407.6	399.6753548975364	478.2225241501304	468.0	457.7774758498696	394.0713020464867	385.2	376.32869795351326	478.7732899697942	455.2	431.6267100302058
54	415.52464510246364	407.6	399.6753548975364	465.98263768111644	456.2	446.41736231888353	394.0574294488265	384.8	375.5425705511735	478.07977853387894	454.6	431.1202214661211
55	415.52464510246364	407.6	399.6753548975364	483.84186481199663	471.4	458.9581351880033	394.049867723942	384.6	375.15013227605806	477.4314442082278	454.2	430.9685557917722
56	415.3874902190863	407.4	399.41250978091364	466.49945053286183	457.4	448.3005494671381	393.68977932999485	384.4	375.1102206700051	477.4314442082278	454.2	430.9685557917722
57	415.5486525858967	407.2	398.85134741410326	472.3094015648801	462.2	452.0905984351199	393.12748564826626	384.2	375.2725143517337	477.4314442082278	454.2	430.9685557917722
58	415.5486525858967	407.2	398.85134741410326	463.1735519103091	452.6	442.026448089691	393.1378334412485	384.0	374.8621665587515	477.4156727619604	453.8	430.1843272380396
59	415.5486525858967	407.2	398.85134741410326	478.8995495404093	467.8	456.70045045959074	392.5888820216977	383.6	374.61111797830233	477.4156727619604	453.8	430.1843272380396
60	415.3366660002665	407.0	398.6633339997335	464.4717933554715	455.8	447.1282066445285	392.5888820216977	383.6	374.61111797830233	477.32340616353395	453.6	429.8765938364661
61	415.05832912882505	406.8	398.541670871175	472.5636607578175	462.4	452.23633924218245	391.5863530545955	382.8	374.0136469454045	476.6478689284519	452.6	428.55213107154816
62	414.52464510246364	406.6	398.6753548975364	463.26407623652614	453.4	443.5359237634738	391.5863530545955	382.8	374.0136469454045	476.5865817062885	452.0	427.4134182937115
63	414.52464510246364	406.6	398.6753548975364	471.53565375285274	461.0	450.46434624714726	391.5863530545955	382.8	374.0136469454045	476.5865817062885	452.0	427.4134182937115
64	414.52464510246364	406.6	398.6753548975364	461.6187280786918	453.6	445.58127192130826	391.4769364084689	382.6	373.7230635915312	476.5865817062885	452.0	427.4134182937115
65	414.32464510246353	406.4	398.4753548975364	473.6205262752974	470.2	466.7794737247026	391.4769364084689	382.6	373.7230635915312	476.5865817062885	452.0	427.4134182937115
66	414.32464510246353	406.4	398.4753548975364	460.8476798574163	456.0	451.1523201425837	391.5268833672837	382.4	373.27311663271627	476.5865817062885	452.0	427.4134182937115
67	414.32464510246353	406.4	398.4753548975364	471.12422836565827	461.0	450.87577163434173	391.5268833672837	382.4	373.27311663271627	476.5359178696113	451.6	426.66408213038875
68	414.32464510246353	406.4	398.4753548975364	458.4569115057509	451.4	444.34308849424906	391.5268833672837	382.4	373.27311663271627	475.92141920852055	451.4	426.8785807914794
69	414.32464510246353	406.4	398.4753548975364	466.9029406677925	458.4	449.89705933220745	391.5268833672837	382.4	373.27311663271627	475.92141920852055	451.4	426.8785807914794
70	414.32464510246353	406.4	398.4753548975364	457.9400325732035	451.8	445.6599674267965	391.5268833672837	382.4	373.27311663271627	475.6887729378178	451.2	426.71122706218216
