pass	max_time_b	mean_time_b	min_time_b	max_time_f	mean_time_f	min_time_f	max_time_r	mean_time_r	min_time_r	max_time_w	mean_time_w	min_time_w
32	0.015286500263389985	0.013510894775390626	0.011735289287391266	0.027173204689753514	0.02613406181335449	0.02509491893695547	0.01586877407836992	0.014267158508300782	0.012665542938231645	0.013752146157974408	0.012738990783691406	0.011725835409408403
33	0.01487418120508035	0.013427114486694336	0.011980047768308322	0.028292836450235094	0.027350234985351562	0.02640763352046803	0.015368831323867564	0.014055776596069335	0.012742721868271106	0.013399185891937317	0.012652111053466798	0.011905036214996279
34	0.012960642407160683	0.012537717819213867	0.012114793231267051	0.02832134578408907	0.02694525718688965	0.02556916858969023	0.015414701279434768	0.014119100570678712	0.012823499861922655	0.013530878775952052	0.01260828971862793	0.011685700661303807
35	0.01364460048953751	0.012668848037719727	0.011693095585901944	0.029212014984070916	0.02729959487915039	0.025387174774229866	0.01548199210912774	0.01424102783203125	0.013000063554934759	0.013121160968467377	0.012549066543579101	0.011976972118690825
36	0.012910888912820342	0.012376022338867188	0.011841155764914034	0.027765959740429256	0.0265200138092041	0.025274067877978947	0.015672111977489037	0.014229869842529297	0.012787627707569556	0.012975349979943108	0.01235060691833496	0.011725863856726812
37	0.013042619046141379	0.012513542175292968	0.011984465304444558	0.029171589276026658	0.027181577682495118	0.025191566088963578	0.01533143362515037	0.013907289505004883	0.012483145384859397	0.013547046417924301	0.012776041030883789	0.012005035643843276
38	0.013181715945401523	0.012684822082519531	0.01218792821963754	0.026993241745115224	0.025851631164550783	0.02471002058398634	0.014561883269392145	0.013374996185302735	0.012188109101213325	0.013492662915758517	0.012671995162963866	0.011851327410169216
39	0.013694123712412637	0.012771129608154297	0.011848135503895957	0.02836573043967644	0.02700834274291992	0.025650955046163403	0.014121078709632523	0.013173627853393554	0.012226176997154585	0.013121571290665664	0.01272897720336914	0.012336383116072616
40	0.01466783319518505	0.01303272247314453	0.01139761175110401	0.03653773214271758	0.02911820411682129	0.021698676090925007	0.014322675833530397	0.013398838043212891	0.012475000252895385	0.013284632202246686	0.012610149383544923	0.01193566656484316
41	0.016577935710831836	0.015913057327270507	0.015248178943709176	0.030895833867386244	0.02796945571899414	0.025043077570602035	0.015277971363491023	0.01477189064025879	0.014265809917026556	0.016576716228531525	0.015736770629882813	0.014896825031234101
42	0.01610589857640797	0.01551365852355957	0.01492141847071117	0.027698421174289008	0.026329612731933592	0.024960804289578177	0.015178079309596531	0.014548063278198242	0.013918047246799953	0.01596572548155355	0.015172481536865234	0.014379237592176918
43	0.015583429238200327	0.01500844955444336	0.014433469870686392	0.02926074097562428	0.027432918548583984	0.02560509612154369	0.014838641016444687	0.014326667785644532	0.013814694554844376	0.015973088149813106	0.014944982528686524	0.013916876907559942
44	0.01566362842931074	0.01522064208984375	0.014777655750376763	0.027226479049955777	0.026256227493286134	0.02528597593661649	0.014385584835038094	0.01415715217590332	0.013928719516768547	0.015534685578026428	0.014854526519775391	0.014174367461524354
45	0.01573783828093765	0.015110206604003907	0.014482574927070165	0.028792327072361814	0.02759575843811035	0.02639918980385889	0.014301495529820473	0.01407608985900879	0.013850684188197106	0.015170218165005455	0.014769744873046876	0.014369271581088297
46	0.015259262317301936	0.014818620681762696	0.014377979046223456	0.030093501759677423	0.02795248031616211	0.025811458872646794	0.01460694584081574	0.014184188842773438	0.013761431844731137	0.014989156680589096	0.014805364608764648	0.0146215725369402
47	0.015758238184326756	0.015259647369384765	0.014761056554442775	0.06442438961566717	0.039107227325439455	0.013790065035211737	0.014832893523468255	0.014444589614868164	0.014056285706268073	0.015044559902630433	0.01464395523071289	0.014243350558795347
48	0.015766092957960456	0.015306615829467773	0.01484713870097509	0.09082841401871225	0.04647188186645508	0.0021153497141979186	0.014739715434967349	0.014382743835449218	0.014025772235931088	0.015333935799641011	0.014770984649658203	0.014208033499675395
49	0.016024593723150272	0.015162277221679687	0.0142999607202091	0.06358554567612908	0.039001083374023436	0.014416621071917792	0.01487596443766331	0.014480400085449218	0.014084835733235126	0.014776155456981667	0.014428377151489258	0.014080598845996849
50	0.015637233244995673	0.015128564834594727	0.014619896424193781	0.031203959250198178	0.027944040298461915	0.02468412134672565	0.014659483729338231	0.014225244522094727	0.013791005314851222	0.015420831242156817	0.014885330200195312	0.014349829158233808
51	0.01928028529345168	0.018462991714477538	0.017645698135503395	0.02971977911094352	0.02788844108581543	0.026057103060687342	0.018820261828166075	0.018437862396240234	0.018055462964314394	0.018264859386568535	0.017853736877441406	0.017442614368314277
52	0.018840568538451685	0.01824526786804199	0.0176499671976323	0.028581431937653494	0.02703990936279297	0.025498386787932446	0.018271081861067788	0.017873001098632813	0.01747492033619784	0.01787308119153419	0.017205572128295897	0.016538063065057604
53	0.019351312452107465	0.01859455108642578	0.017837789720744096	0.028810304752680493	0.02779998779296875	0.02678967083325701	0.01850177337001304	0.01801142692565918	0.017521080481305316	0.01809662917710406	0.01742238998413086	0.01674815079115766
54	0.01897747375875821	0.018331527709960938	0.017685581661163664	0.028220615423607886	0.026903343200683594	0.025586070977759303	0.01831351234184664	0.017875242233276366	0.017436972124706095	0.018323269908917524	0.0173398494720459	0.016356429035174275
55	0.0191099523854928	0.01834864616394043	0.01758733994238806	0.029827624845075826	0.028162717819213867	0.02649781079335191	0.018799502634628016	0.018288469314575194	0.017777435994522372	0.01862980852585311	0.017647743225097656	0.016665677924342204
56	0.018838448482455812	0.017996740341186524	0.017155032199917236	0.02949198449698135	0.027402877807617188	0.025313771118253024	0.018704301027076223	0.018299961090087892	0.01789562115309956	0.01899304375896226	0.017707157135009765	0.01642127051105727
57	0.018511819638287273	0.018164300918579103	0.017816782198870933	0.03005392661063571	0.028527355194091795	0.02700078377754788	0.01863601801422769	0.018062448501586913	0.017488878988946136	0.018665571237875513	0.017663049697875976	0.01666052815787644
58	0.019052031698843865	0.018368864059448244	0.017685696420052622	0.028412397190923366	0.027309417724609375	0.026206438258295384	0.018150914128155324	0.01783161163330078	0.017512309138446237	0.018205374818925944	0.017310428619384765	0.016415482419843586
59	0.03890033147592788	0.024483108520507814	0.010065885565087754	0.029202954241192174	0.027744626998901366	0.026286299756610558	0.018520702191266048	0.01801762580871582	0.01751454942616559	0.017606866879790243	0.01726818084716797	0.016929494814545695
60	0.03596977705567564	0.02365570068359375	0.011341624311511863	0.028392751574473327	0.02707500457763672	0.02575725758080011	0.018898332177695352	0.01836700439453125	0.01783567661136715	0.017502169212677915	0.017297649383544923	0.01709312955441193
